customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST100016,22.0,Self-Employed,1.0,82604.0,605.0,3.5,9216.0,16116.0,0.0,0.0,0.0,Line of Credit,Personal,50000.0,12.57,0.19509951091956806,0.6052975642826013,202.0,1
CUST100017,38.0,Employed,5.3,53356.0,671.0,19.8,6339.0,23085.0,0.0,1.0,0.0,Credit Card,Debt Consolidation,18700.0,17.58,0.43265986955543895,0.3504760476797361,117.0,1
CUST100018,24.0,Employed,5.4,18675.0,531.0,3.3,11.0,3280.0,0.0,2.0,0.0,Credit Card,Medical,9500.0,22.49,0.17563587684069612,0.5087014725568942,0.17,0
CUST100019,18.0,Self-Employed,1.0,55309.0,597.0,1.5,346.0,2930.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,50400.0,16.13,0.05297510350937461,0.9112441013216656,304.0,0
CUST100020,52.0,Employed,31.3,75932.0,695.0,2.1,1283.0,10655.0,0.0,0.0,0.0,Personal Loan,Home Improvement,96000.0,11.05,0.1403229205078228,1.264289100774377,421.0,1
CUST100021,32.0,Employed,1.3,109702.0,720.0,10.4,2790.0,42534.0,0.0,0.0,0.0,Credit Card,Personal,4000.0,17.41,0.38772310441012925,0.036462416364332464,12.0,1
CUST100022,35.0,Employed,16.9,68117.0,698.0,16.3,549.0,20450.0,0.0,0.0,0.0,Credit Card,Home Improvement,16400.0,17.7,0.30021874128338005,0.24076221794852973,0.08,1
CUST100023,18.0,Student,0.3,33556.0,574.0,1.5,91.0,10727.0,0.0,1.0,1.0,Credit Card,Business,3400.0,21.47,0.319674573846704,0.10132316128263202,34.0,0
CUST100024,28.0,Self-Employed,5.4,59899.0,567.0,3.2,20476.0,27393.0,0.0,0.0,0.0,Line of Credit,Medical,31700.0,14.98,0.4573198216998614,0.529224194060001,176.0,0
CUST100025,36.0,Employed,6.8,55609.0,651.0,16.9,1896.0,16140.0,0.0,0.0,0.0,Personal Loan,Education,69400.0,12.97,0.29024078836159617,1.2479994245535795,416.0,1
CUST100026,21.0,Employed,2.9,31219.0,656.0,1.0,54.0,5261.0,0.0,0.0,0.0,Credit Card,Business,19400.0,17.94,0.16851917101764952,0.6214164451135527,207.0,1
CUST100027,39.0,Employed,0.0,43085.0,579.0,3.5,206.0,359.0,0.0,4.0,1.0,Personal Loan,Medical,82800.0,15.68,0.00833236625275618,1.9217825229198098,641.0,0
CUST100028,27.0,Employed,6.2,23613.0,594.0,2.9,320.0,3017.0,1.0,1.0,0.0,Personal Loan,Debt Consolidation,26400.0,15.68,0.12776860204124846,1.1180282048024393,373.0,0
CUST100029,31.0,Employed,12.9,21376.0,632.0,8.0,3388.0,5083.0,0.0,1.0,1.0,Line of Credit,Education,6200.0,12.25,0.23779004491017963,0.29004491017964074,97.0,1
CUST100030,27.0,Employed,6.2,32073.0,619.0,8.0,274.0,6458.0,0.0,0.0,0.0,Personal Loan,Medical,50600.0,13.03,0.2013531630966857,1.5776509836934494,526.0,1
CUST100031,57.0,Self-Employed,21.5,38484.0,696.0,10.5,4316.0,18674.0,0.0,1.0,0.0,Line of Credit,Medical,18500.0,9.95,0.4852406194782247,0.48071925995218795,0.16,0
CUST100032,34.0,Employed,10.7,27886.0,623.0,6.8,110.0,2991.0,0.0,1.0,0.0,Personal Loan,Home Improvement,45300.0,13.91,0.10725812235530374,1.6244710607473285,541.0,0
CUST100033,22.0,Employed,3.9,36867.0,607.0,2.8,82.0,7111.0,0.0,1.0,0.0,Credit Card,Home Improvement,44700.0,20.18,0.1928825236661513,1.2124664333957198,404.0,0
CUST100034,44.0,Employed,18.7,92711.0,671.0,0.8,3851.0,14546.0,0.0,0.0,0.0,Personal Loan,Personal,100000.0,12.14,0.1568961611890714,1.0786206599001198,0.36,1
CUST100035,20.0,Employed,1.0,21651.0,703.0,1.7,52.0,12414.0,0.0,1.0,0.0,Credit Card,Personal,30000.0,16.23,0.5733684356380767,1.3856172925038104,462.0,0
CUST100036,37.0,Employed,4.7,48193.0,523.0,2.7,257.0,2464.0,0.0,0.0,0.0,Personal Loan,Education,64500.0,16.85,0.05112775714315357,1.338368642748947,446.0,0
CUST100037,18.0,Employed,0.0,18730.0,618.0,0.4,0.0,3908.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,7000.0,13.76,0.20864922584089696,0.37373198077949815,125.0,0
CUST100038,19.0,Employed,0.2,38696.0,546.0,0.9,36.0,10868.0,0.0,0.0,0.0,Credit Card,Education,2400.0,21.08,0.28085590241885466,0.062021914409758114,21.0,1
CUST100039,37.0,Employed,1.2,55961.0,704.0,1.8,131.0,4799.0,0.0,0.0,0.0,Line of Credit,Home Improvement,27000.0,8.94,0.08575615160558246,0.4824788692124873,161.0,1
CUST100040,43.0,Employed,19.1,36496.0,589.0,18.2,463.0,7873.0,0.0,1.0,0.0,Credit Card,Personal,44300.0,22.33,0.21572227093380097,1.2138316527838666,405.0,0
CUST100041,37.0,Employed,7.0,54983.0,744.0,7.2,399.0,6316.0,0.0,0.0,1.0,Personal Loan,Education,100000.0,10.27,0.11487186948693233,1.8187439754105814,606.0,1
CUST100042,33.0,Employed,3.2,15000.0,688.0,7.6,459.0,2587.0,0.0,0.0,0.0,Credit Card,Home Improvement,6000.0,18.5,0.17246666666666666,0.4,133.0,1
CUST100043,31.0,Employed,10.0,51632.0,677.0,11.0,3117.0,32886.0,0.0,0.0,0.0,Credit Card,Personal,59700.0,18.54,0.6369305856832972,1.1562596839169508,385.0,0
CUST100044,18.0,Employed,0.0,17747.0,666.0,0.1,2.0,3846.0,0.0,0.0,0.0,Credit Card,Personal,24300.0,17.69,0.21671268383388742,1.369245506282752,456.0,0
CUST100045,26.0,Self-Employed,1.3,33606.0,675.0,1.4,258.0,3586.0,0.0,1.0,1.0,Personal Loan,Personal,23700.0,11.73,0.10670713563054217,0.7052312087127298,235.0,0
CUST100046,29.0,Employed,4.6,23699.0,646.0,3.2,105.0,5021.0,0.0,1.0,0.0,Credit Card,Education,27100.0,20.09,0.2118654795560994,1.1435081649014727,381.0,1
CUST100047,47.0,Student,0.0,15000.0,698.0,5.1,154.0,3399.0,0.0,0.0,0.0,Personal Loan,Home Improvement,25400.0,11.74,0.2266,1.6933333333333334,564.0,1
CUST100048,39.0,Employed,17.4,23955.0,542.0,4.6,422.0,4766.0,0.0,0.0,0.0,Credit Card,Business,33300.0,21.39,0.19895637653934461,1.390106449592987,463.0,0
CUST100049,18.0,Employed,0.0,48420.0,636.0,0.7,12.0,20570.0,0.0,0.0,0.0,Line of Credit,Business,41600.0,12.71,0.42482445270549357,0.859149111937216,286.0,0
CUST100050,38.0,Employed,7.8,47368.0,659.0,1.1,15.0,10330.0,0.0,0.0,0.0,Line of Credit,Education,37600.0,9.95,0.21807971626414457,0.7937848336429657,265.0,1
CUST100051,30.0,Employed,10.8,60218.0,719.0,10.8,1120.0,20999.0,0.0,1.0,0.0,Line of Credit,Debt Consolidation,40800.0,9.41,0.3487163306652496,0.6775382775914178,226.0,1
CUST100052,26.0,Employed,4.7,49924.0,675.0,6.4,333.0,7730.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,47000.0,18.99,0.15483534973159202,0.9414309750821248,314.0,1
CUST100053,42.0,Employed,19.3,49881.0,620.0,17.9,17865.0,8324.0,0.0,0.0,0.0,Credit Card,Medical,10000.0,20.46,0.1668771676590285,0.2004771355826868,67.0,1
CUST100054,47.0,Self-Employed,4.2,172243.0,820.0,3.3,85551.0,10893.0,0.0,0.0,0.0,Line of Credit,Business,41700.0,6.31,0.06324204757232514,0.24209982408573932,81.0,1
CUST100055,46.0,Self-Employed,3.6,148299.0,734.0,0.1,138.0,69079.0,0.0,0.0,0.0,Credit Card,Education,70000.0,15.86,0.46580894004679735,0.4720193662802851,157.0,1
CUST100056,24.0,Employed,2.1,34736.0,594.0,0.4,29.0,2283.0,0.0,2.0,0.0,Credit Card,Education,43600.0,22.43,0.06572432058959005,1.2551819438046983,418.0,0
CUST100057,31.0,Employed,8.8,46820.0,550.0,5.9,316.0,17814.0,0.0,0.0,0.0,Credit Card,Business,9700.0,21.29,0.3804784280222127,0.20717642033319095,69.0,0
CUST100058,38.0,Employed,3.3,32568.0,640.0,10.8,3073.0,7636.0,1.0,1.0,0.0,Personal Loan,Education,11400.0,14.71,0.2344632768361582,0.35003684598378776,117.0,0
CUST100059,46.0,Employed,1.8,50953.0,709.0,17.9,9578.0,9420.0,0.0,1.0,0.0,Line of Credit,Debt Consolidation,16300.0,7.82,0.18487625851274705,0.31990265538829904,107.0,1
CUST100060,29.0,Employed,10.7,35025.0,607.0,0.4,6.0,15760.0,0.0,2.0,0.0,Credit Card,Business,26100.0,19.02,0.4499643112062812,0.7451820128479657,248.0,0
CUST100061,32.0,Employed,4.1,25546.0,570.0,7.4,18406.0,3482.0,0.0,0.0,0.0,Personal Loan,Education,20200.0,15.89,0.13630313943474517,0.7907304470367181,264.0,1
CUST100062,21.0,Employed,1.9,47404.0,778.0,0.5,140.0,16632.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,47400.0,15.29,0.35085646780862373,0.9999156189351109,333.0,1
CUST100063,20.0,Employed,1.3,26639.0,485.0,1.5,207.0,10305.0,0.0,0.0,0.0,Personal Loan,Home Improvement,16000.0,15.16,0.3868388453020008,0.6006231465145088,0.2,0
CUST100064,44.0,Employed,1.0,36482.0,681.0,1.7,47.0,3615.0,0.0,0.0,0.0,Line of Credit,Education,23700.0,9.97,0.09908996217312648,0.6496354366536923,217.0,1
CUST100065,51.0,Employed,18.7,34543.0,592.0,30.0,52072.0,6288.0,0.0,0.0,1.0,Credit Card,Business,23000.0,22.49,0.1820339866253655,0.6658367831398547,222.0,0
CUST100066,34.0,Employed,3.2,87591.0,681.0,7.8,325.0,31229.0,0.0,1.0,0.0,Credit Card,Personal,21000.0,17.93,0.35653206379650876,0.2397506593143131,0.08,1
CUST100067,47.0,Employed,2.6,34455.0,774.0,24.5,3635.0,7696.0,0.0,1.0,0.0,Credit Card,Education,46700.0,14.68,0.22336380786533158,1.355391089827311,452.0,1
CUST100068,39.0,Employed,8.3,37923.0,595.0,18.5,895.0,20363.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,48300.0,16.66,0.5369564644147351,1.2736334150779212,425.0,0
CUST100069,27.0,Employed,7.1,61606.0,675.0,4.3,1039.0,4719.0,0.0,0.0,0.0,Line of Credit,Home Improvement,23400.0,10.67,0.07659968184917054,0.37983313313638284,127.0,1
CUST100070,39.0,Employed,20.4,31003.0,702.0,0.9,104.0,6705.0,0.0,0.0,0.0,Line of Credit,Personal,8600.0,8.1,0.21626939328452086,0.27739251040221913,92.0,1
CUST100071,53.0,Employed,17.3,57938.0,697.0,10.0,8553.0,38346.0,0.0,0.0,0.0,Credit Card,Personal,59100.0,18.67,0.6618454209672409,1.020055921847492,0.34,0
CUST100072,34.0,Employed,14.2,63302.0,649.0,13.7,8611.0,17651.0,0.0,0.0,0.0,Personal Loan,Medical,56300.0,14.8,0.2788379514075385,0.8893873811253988,296.0,1
CUST100073,53.0,Employed,33.1,43747.0,702.0,26.7,642.0,7077.0,0.0,0.0,0.0,Personal Loan,Medical,38100.0,11.28,0.16177109287494,0.8709168628705969,0.29,1
CUST100074,18.0,Employed,0.0,15000.0,613.0,1.9,59.0,6782.0,0.0,1.0,0.0,Personal Loan,Personal,9600.0,14.93,0.45213333333333333,0.64,213.0,0
CUST100075,44.0,Employed,3.8,52442.0,714.0,6.6,552.0,20939.0,0.0,0.0,0.0,Line of Credit,Business,42600.0,8.11,0.3992792036916975,0.812325998245681,271.0,0
CUST100076,36.0,Employed,5.6,15000.0,615.0,0.9,42.0,2352.0,0.0,0.0,0.0,Credit Card,Home Improvement,800.0,19.44,0.1568,0.05333333333333334,18.0,1
CUST100077,31.0,Employed,5.0,17124.0,595.0,12.8,342.0,2153.0,0.0,0.0,0.0,Credit Card,Medical,20700.0,21.79,0.12572996963326324,1.2088297126839525,403.0,0
CUST100078,36.0,Employed,8.2,60707.0,569.0,13.1,1319.0,10760.0,0.0,1.0,0.0,Credit Card,Debt Consolidation,7400.0,22.05,0.17724479878761923,0.12189698057884593,41.0,0
CUST100079,18.0,Self-Employed,1.0,72070.0,546.0,0.6,25.0,11549.0,0.0,0.0,0.0,Line of Credit,Education,26500.0,13.09,0.1602469821007354,0.36769807131955046,123.0,1
CUST100080,32.0,Employed,9.0,39663.0,612.0,11.9,1288.0,20369.0,0.0,4.0,0.0,Line of Credit,Personal,16700.0,12.65,0.5135516728437083,0.42104732370219095,0.14,0
CUST100081,39.0,Employed,11.4,70053.0,742.0,1.5,439.0,22131.0,0.0,0.0,0.0,Credit Card,Education,58700.0,16.05,0.31591794783949295,0.837936990564287,279.0,1
CUST100082,52.0,Employed,7.8,63670.0,588.0,7.1,5227.0,10764.0,0.0,0.0,1.0,Personal Loan,Home Improvement,12400.0,16.07,0.1690592115596042,0.1947542013507146,65.0,0
CUST100083,28.0,Employed,3.6,47789.0,643.0,2.5,2169.0,8286.0,0.0,0.0,0.0,Personal Loan,Medical,14500.0,13.09,0.17338718115047397,0.3034171043545586,101.0,1
CUST100084,25.0,Employed,2.9,28457.0,572.0,0.7,57.0,10323.0,0.0,1.0,0.0,Line of Credit,Education,26600.0,14.18,0.36275784516990545,0.9347436483114875,312.0,0
CUST100085,28.0,Employed,6.6,84255.0,596.0,9.8,878.0,33977.0,0.0,1.0,0.0,Credit Card,Personal,2500.0,22.41,0.4032639012521512,0.02967182956501098,0.01,0
CUST100086,45.0,Employed,3.8,26104.0,733.0,15.5,394.0,3965.0,0.0,0.0,0.0,Line of Credit,Medical,17900.0,9.04,0.15189243027888447,0.6857186638063132,229.0,1
CUST100087,38.0,Employed,4.8,100452.0,626.0,4.4,34216.0,26515.0,0.0,1.0,0.0,Line of Credit,Debt Consolidation,18000.0,11.94,0.263956914745351,0.17919006092462073,0.06,0
CUST100088,28.0,Self-Employed,2.4,68946.0,563.0,9.6,10665.0,14467.0,0.0,0.0,0.0,Credit Card,Education,54800.0,21.97,0.2098308821396455,0.7948249354567343,265.0,1
CUST100089,41.0,Student,1.0,15089.0,677.0,5.2,71.0,5207.0,0.0,0.0,0.0,Credit Card,Personal,1500.0,18.12,0.345085824110279,0.09941016634634502,33.0,1
CUST100090,36.0,Employed,13.6,84881.0,671.0,16.5,624.0,15127.0,0.0,0.0,0.0,Personal Loan,Medical,100000.0,12.25,0.17821420577043154,1.1781199561739377,393.0,1
CUST100091,46.0,Self-Employed,20.4,53989.0,707.0,2.0,111.0,7935.0,0.0,1.0,0.0,Personal Loan,Personal,22200.0,10.96,0.14697438367074775,0.4111948730296912,137.0,1
CUST100092,26.0,Employed,5.9,23965.0,620.0,3.0,310.0,8363.0,0.0,2.0,0.0,Personal Loan,Education,19700.0,13.82,0.3489672438973503,0.8220321301898602,274.0,1
CUST100093,31.0,Employed,9.7,15000.0,656.0,3.0,8833.0,2723.0,0.0,0.0,0.0,Personal Loan,Medical,22100.0,12.07,0.18153333333333332,1.4733333333333334,491.0,1
CUST100094,30.0,Employed,2.9,41520.0,658.0,1.7,1580.0,8858.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,38500.0,17.14,0.21334296724470134,0.9272639691714836,309.0,0
CUST100095,18.0,Student,1.8,51991.0,632.0,1.0,148.0,14715.0,0.0,0.0,0.0,Credit Card,Education,5200.0,20.98,0.2830297551499298,0.10001731068838837,33.0,1
CUST100096,38.0,Employed,1.1,51546.0,566.0,7.0,5034.0,10013.0,0.0,1.0,0.0,Personal Loan,Medical,22700.0,16.23,0.1942536763279401,0.44038334691343656,147.0,0
CUST100097,38.0,Employed,10.8,48764.0,587.0,2.5,1189.0,8547.0,1.0,3.0,0.0,Credit Card,Home Improvement,48100.0,22.48,0.17527274218685915,0.9863833975883849,329.0,0
CUST100098,35.0,Self-Employed,2.1,78772.0,601.0,11.0,4079.0,11152.0,0.0,1.0,0.0,Personal Loan,Business,54100.0,13.28,0.141573147819022,0.6867922612095668,229.0,1
CUST100099,32.0,Employed,8.4,40224.0,671.0,11.7,292.0,19103.0,0.0,0.0,0.0,Credit Card,Personal,38800.0,17.03,0.4749154733492442,0.9645982498011137,322.0,1
CUST100100,18.0,Employed,0.0,20293.0,640.0,0.7,68.0,6127.0,0.0,0.0,0.0,Credit Card,Personal,900.0,19.58,0.3019267727787907,0.0443502685655152,15.0,1
CUST100101,29.0,Self-Employed,4.8,23719.0,580.0,6.7,4338.0,3987.0,1.0,1.0,0.0,Credit Card,Education,31100.0,22.42,0.1680930899279059,1.311185125848476,437.0,0
CUST100102,30.0,Employed,0.4,32703.0,640.0,0.4,51.0,12283.0,0.0,0.0,0.0,Credit Card,Medical,26500.0,20.97,0.37559245329174695,0.8103232119377427,0.27,0
CUST100103,25.0,Employed,1.2,25673.0,662.0,3.2,249.0,10494.0,0.0,0.0,0.0,Line of Credit,Medical,10300.0,10.68,0.4087562809176956,0.40119970396915045,134.0,1
CUST100104,33.0,Employed,11.3,61216.0,644.0,3.3,377.0,5894.0,0.0,0.0,0.0,Personal Loan,Medical,92500.0,13.56,0.09628201777313121,1.5110428646105594,504.0,0
CUST100105,39.0,Employed,6.4,45153.0,703.0,2.4,612.0,17032.0,0.0,0.0,1.0,Personal Loan,Education,75900.0,10.88,0.3772063871725024,1.6809514317985517,0.56,1
CUST100106,57.0,Self-Employed,26.6,116531.0,647.0,27.2,241834.0,26197.0,0.0,1.0,0.0,Credit Card,Business,45700.0,19.32,0.22480713286593268,0.39217032377650585,131.0,1
CUST100107,37.0,Student,0.2,15000.0,678.0,11.4,3140.0,3430.0,0.0,0.0,0.0,Line of Credit,Home Improvement,6700.0,10.94,0.22866666666666666,0.44666666666666666,149.0,1
CUST100108,38.0,Employed,10.6,32304.0,611.0,5.3,436.0,11166.0,0.0,1.0,0.0,Line of Credit,Home Improvement,16600.0,11.36,0.34565378900445765,0.5138682516097077,171.0,1
CUST100109,34.0,Employed,14.8,49400.0,633.0,15.5,1282.0,24497.0,0.0,0.0,0.0,Line of Credit,Business,16300.0,11.28,0.4958906882591093,0.3299595141700405,0.11,0
CUST100110,18.0,Employed,0.0,15000.0,630.0,0.1,3.0,3083.0,0.0,1.0,0.0,Personal Loan,Home Improvement,5800.0,14.28,0.20553333333333335,0.38666666666666666,129.0,0
CUST100111,34.0,Employed,5.2,26957.0,743.0,7.7,8220.0,10988.0,0.0,0.0,0.0,Personal Loan,Education,48300.0,11.01,0.40761212301072075,1.7917424045702415,597.0,1
CUST100112,35.0,Employed,16.4,74749.0,664.0,14.9,4204.0,27932.0,0.0,0.0,0.0,Credit Card,Personal,70000.0,17.69,0.37367723982929535,0.9364673774899999,312.0,1
CUST100113,64.0,Self-Employed,13.3,79988.0,659.0,22.2,3835.0,21478.0,0.0,0.0,0.0,Credit Card,Medical,15700.0,17.2,0.26851527729159375,0.19627944191628743,65.0,1
CUST100114,32.0,Self-Employed,7.3,25622.0,638.0,2.8,71.0,2670.0,0.0,0.0,0.0,Personal Loan,Education,5600.0,14.34,0.10420732183279993,0.2185621731324643,73.0,1
CUST100115,38.0,Employed,18.4,39184.0,684.0,19.5,4115.0,8599.0,0.0,0.0,0.0,Personal Loan,Personal,62100.0,11.29,0.21945181706819109,1.5848305430788077,528.0,1
CUST100116,34.0,Employed,0.2,57880.0,635.0,12.0,4071.0,9813.0,0.0,0.0,0.0,Personal Loan,Personal,53200.0,14.39,0.16954042847270215,0.9191430545957153,306.0,1
CUST100117,20.0,Employed,1.1,26435.0,641.0,0.8,18.0,5658.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,31300.0,13.1,0.21403442405901268,1.1840363154908267,395.0,0
CUST100118,48.0,Employed,21.4,79056.0,612.0,5.5,357.0,22328.0,0.0,1.0,0.0,Credit Card,Debt Consolidation,11600.0,20.89,0.2824327059299737,0.14673143088443635,49.0,1
CUST100119,44.0,Student,0.8,20821.0,714.0,10.4,172.0,7864.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,2100.0,16.42,0.3776955957927093,0.10085970894769704,34.0,1
CUST100120,44.0,Employed,17.5,103052.0,641.0,9.5,14565.0,21353.0,0.0,0.0,0.0,Line of Credit,Debt Consolidation,42600.0,11.01,0.20720607072157746,0.4133835345262586,138.0,1
CUST100121,24.0,Employed,4.8,20874.0,601.0,1.0,26.0,5259.0,0.0,0.0,0.0,Personal Loan,Personal,20000.0,14.71,0.2519402127048002,0.9581297307655456,319.0,1
CUST100122,51.0,Self-Employed,9.8,47304.0,657.0,25.1,2868.0,12139.0,0.0,0.0,0.0,Personal Loan,Medical,53200.0,11.05,0.25661677659394555,1.1246406223575174,375.0,1
CUST100123,18.0,Employed,0.0,22236.0,564.0,1.6,11.0,13003.0,0.0,0.0,0.0,Credit Card,Education,27400.0,21.06,0.5847724410865264,1.2322360136715236,411.0,0
CUST100124,42.0,Employed,2.1,63925.0,735.0,15.5,25375.0,5041.0,0.0,0.0,0.0,Credit Card,Education,2700.0,16.44,0.07885803676183027,0.0422369964802503,14.0,1
CUST100125,61.0,Employed,38.2,246598.0,702.0,9.2,2489.0,81525.0,0.0,0.0,0.0,Credit Card,Business,70000.0,15.9,0.3305987883113407,0.28386280505113587,95.0,1
CUST100126,23.0,Student,0.1,15000.0,617.0,2.7,79.0,716.0,0.0,1.0,0.0,Credit Card,Education,1500.0,20.97,0.047733333333333336,0.1,33.0,1
CUST100127,28.0,Self-Employed,3.4,134440.0,641.0,4.7,1893.0,7238.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,60500.0,20.71,0.053838143409699495,0.4500148765248438,0.15,0
CUST100128,36.0,Employed,9.6,76486.0,652.0,13.7,11903.0,19387.0,0.0,0.0,0.0,Credit Card,Home Improvement,70000.0,18.94,0.2534712234918809,0.9152001673508877,305.0,1
CUST100129,28.0,Employed,1.4,43149.0,654.0,1.2,5764.0,18969.0,0.0,0.0,0.0,Personal Loan,Home Improvement,57800.0,12.55,0.43961621358548286,1.3395443695103015,447.0,0
CUST100130,18.0,Employed,0.0,23129.0,670.0,0.4,13.0,2077.0,0.0,0.0,0.0,Credit Card,Business,23900.0,17.44,0.08980068312508106,1.0333347745254875,344.0,0
CUST100131,35.0,Employed,5.0,29272.0,657.0,6.8,43.0,13669.0,0.0,0.0,1.0,Credit Card,Debt Consolidation,25800.0,18.98,0.4669650177644165,0.8813883574747199,294.0,0
CUST100132,22.0,Employed,3.2,45904.0,592.0,2.0,285.0,17642.0,0.0,0.0,0.0,Credit Card,Home Improvement,52200.0,21.49,0.3843238062042523,1.1371558034158242,379.0,0
CUST100133,40.0,Employed,18.1,66046.0,623.0,15.3,4843.0,7718.0,0.0,1.0,0.0,Personal Loan,Personal,100000.0,13.15,0.11685794749114253,1.5140962359567574,505.0,1
CUST100134,23.0,Employed,2.2,15177.0,698.0,3.0,11.0,2128.0,0.0,0.0,0.0,Personal Loan,Education,5400.0,12.46,0.14021216314159585,0.35580154180668117,119.0,1
CUST100135,53.0,Employed,15.2,132904.0,484.0,24.3,3873.0,31171.0,0.0,2.0,0.0,Personal Loan,Home Improvement,100000.0,15.95,0.2345377114308072,0.7524228014205743,251.0,1
CUST100136,25.0,Employed,0.5,31555.0,569.0,5.4,750.0,6842.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,25800.0,16.46,0.2168277610521312,0.8176200285216288,273.0,0
CUST100137,31.0,Employed,4.6,16069.0,440.0,4.6,113.0,4414.0,0.0,1.0,0.0,Line of Credit,Business,6300.0,14.82,0.27469039766009085,0.392059244508059,131.0,0
CUST100138,44.0,Employed,10.5,97803.0,727.0,0.5,75.0,32371.0,0.0,0.0,0.0,Credit Card,Business,70000.0,15.67,0.3309816672290216,0.7157244665296566,239.0,1
CUST100139,20.0,Self-Employed,1.0,48503.0,655.0,1.9,294.0,9667.0,0.0,0.0,0.0,Credit Card,Education,27500.0,17.2,0.1993072593447828,0.5669752386450323,189.0,1
CUST100140,37.0,Self-Employed,7.3,41531.0,784.0,8.2,836.0,14306.0,0.0,0.0,0.0,Credit Card,Personal,11900.0,15.08,0.3444655799282464,0.28653295128939826,96.0,1
CUST100141,50.0,Self-Employed,3.5,170371.0,677.0,2.6,103.0,41781.0,0.0,0.0,0.0,Credit Card,Home Improvement,3600.0,17.66,0.2452353980430942,0.02113035669216005,7.0,1
