customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST100080,32.0,Employed,9.0,39663.0,612.0,11.9,1288.0,20369.0,0.0,4.0,0.0,Line of Credit,Personal,16700.0,12.65,514.0,421.0,0.14,0.0
CUST100081,39.0,Employed,11.4,70053.0,742.0,1.5,439.0,22131.0,0.0,0.0,0.0,Credit Card,Education,58700.0,16.05,316.0,838.0,279.0,1.0
CUST100082,52.0,Employed,7.8,63670.0,588.0,7.1,5227.0,10764.0,0.0,0.0,1.0,Personal Loan,Home Improvement,12400.0,16.07,169.0,195.0,65.0,0.0
CUST100083,28.0,Employed,3.6,47789.0,643.0,2.5,2169.0,8286.0,0.0,0.0,0.0,Personal Loan,Medical,14500.0,13.09,173.0,303.0,101.0,1.0
CUST100084,25.0,Employed,2.9,28457.0,572.0,0.7,57.0,10323.0,0.0,1.0,0.0,Line of Credit,Education,26600.0,14.18,363.0,935.0,312.0,0.0
CUST100085,28.0,Employed,6.6,84255.0,596.0,9.8,878.0,33977.0,0.0,1.0,0.0,Credit Card,Personal,2500.0,22.41,403.0,0.03,0.01,0.0
CUST100086,45.0,Employed,3.8,26104.0,733.0,15.5,394.0,3965.0,0.0,0.0,0.0,Line of Credit,Medical,17900.0,9.04,152.0,686.0,229.0,1.0
CUST100087,38.0,Employed,4.8,100452.0,626.0,4.4,34216.0,26515.0,0.0,1.0,0.0,Line of Credit,Debt Consolidation,18000.0,11.94,264.0,179.0,0.06,0.0
CUST100088,28.0,Self-Employed,2.4,68946.0,563.0,9.6,10665.0,14467.0,0.0,0.0,0.0,Credit Card,Education,54800.0,21.97,0.21,795.0,265.0,1.0
CUST100089,41.0,Student,1.0,15089.0,677.0,5.2,71.0,5207.0,0.0,0.0,0.0,Credit Card,Personal,1500.0,18.12,345.0,99.0,33.0,1.0
CUST100090,36.0,Employed,13.6,84881.0,671.0,16.5,624.0,15127.0,0.0,0.0,0.0,Personal Loan,Medical,100000.0,12.25,178.0,1178.0,393.0,1.0
CUST100091,46.0,Self-Employed,20.4,53989.0,707.0,2.0,111.0,7935.0,0.0,1.0,0.0,Personal Loan,Personal,22200.0,10.96,147.0,411.0,137.0,1.0
CUST100092,26.0,Employed,5.9,23965.0,620.0,3.0,310.0,8363.0,0.0,2.0,0.0,Personal Loan,Education,19700.0,13.82,349.0,822.0,274.0,1.0
CUST100093,31.0,Employed,9.7,15000.0,656.0,3.0,8833.0,2723.0,0.0,0.0,0.0,Personal Loan,Medical,22100.0,12.07,182.0,1473.0,491.0,1.0
CUST100094,30.0,Employed,2.9,41520.0,658.0,1.7,1580.0,8858.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,38500.0,17.14,213.0,927.0,309.0,0.0
CUST100095,18.0,Student,1.8,51991.0,632.0,1.0,148.0,14715.0,0.0,0.0,0.0,Credit Card,Education,5200.0,20.98,283.0,0.1,33.0,1.0
CUST100096,38.0,Employed,1.1,51546.0,566.0,7.0,5034.0,10013.0,0.0,1.0,0.0,Personal Loan,Medical,22700.0,16.23,194.0,0.44,147.0,0.0
CUST100097,38.0,Employed,10.8,48764.0,587.0,2.5,1189.0,8547.0,1.0,3.0,0.0,Credit Card,Home Improvement,48100.0,22.48,175.0,986.0,329.0,0.0
CUST100098,35.0,Self-Employed,2.1,78772.0,601.0,11.0,4079.0,11152.0,0.0,1.0,0.0,Personal Loan,Business,54100.0,13.28,142.0,687.0,229.0,1.0
CUST100099,32.0,Employed,8.4,40224.0,671.0,11.7,292.0,19103.0,0.0,0.0,0.0,Credit Card,Personal,38800.0,17.03,475.0,965.0,322.0,1.0
CUST100100,18.0,Employed,0.0,20293.0,640.0,0.7,68.0,6127.0,0.0,0.0,0.0,Credit Card,Personal,900.0,19.58,302.0,44.0,15.0,1.0
CUST100101,29.0,Self-Employed,4.8,23719.0,580.0,6.7,4338.0,3987.0,1.0,1.0,0.0,Credit Card,Education,31100.0,22.42,168.0,1311.0,437.0,0.0
CUST100102,30.0,Employed,0.4,32703.0,640.0,0.4,51.0,12283.0,0.0,0.0,0.0,Credit Card,Medical,26500.0,20.97,376.0,0.81,0.27,0.0
CUST100103,25.0,Employed,1.2,25673.0,662.0,3.2,249.0,10494.0,0.0,0.0,0.0,Line of Credit,Medical,10300.0,10.68,409.0,401.0,134.0,1.0
CUST100104,33.0,Employed,11.3,61216.0,644.0,3.3,377.0,5894.0,0.0,0.0,0.0,Personal Loan,Medical,92500.0,13.56,96.0,1511.0,504.0,0.0
CUST100105,39.0,Employed,6.4,45153.0,703.0,2.4,612.0,17032.0,0.0,0.0,1.0,Personal Loan,Education,75900.0,10.88,377.0,1681.0,0.56,1.0
CUST100106,57.0,Self-Employed,26.6,116531.0,647.0,27.2,241834.0,26197.0,0.0,1.0,0.0,Credit Card,Business,45700.0,19.32,225.0,392.0,131.0,1.0
CUST100107,37.0,Student,0.2,15000.0,678.0,11.4,3140.0,3430.0,0.0,0.0,0.0,Line of Credit,Home Improvement,6700.0,10.94,229.0,447.0,149.0,1.0
CUST100108,38.0,Employed,10.6,32304.0,611.0,5.3,436.0,11166.0,0.0,1.0,0.0,Line of Credit,Home Improvement,16600.0,11.36,346.0,514.0,171.0,1.0
CUST100109,34.0,Employed,14.8,49400.0,633.0,15.5,1282.0,24497.0,0.0,0.0,0.0,Line of Credit,Business,16300.0,11.28,496.0,0.33,0.11,0.0
CUST100110,18.0,Employed,0.0,15000.0,630.0,0.1,3.0,3083.0,0.0,1.0,0.0,Personal Loan,Home Improvement,5800.0,14.28,206.0,387.0,129.0,0.0
CUST100111,34.0,Employed,5.2,26957.0,743.0,7.7,8220.0,10988.0,0.0,0.0,0.0,Personal Loan,Education,48300.0,11.01,408.0,1792.0,597.0,1.0
CUST100112,35.0,Employed,16.4,74749.0,664.0,14.9,4204.0,27932.0,0.0,0.0,0.0,Credit Card,Personal,70000.0,17.69,374.0,936.0,312.0,1.0
CUST100113,64.0,Self-Employed,13.3,79988.0,659.0,22.2,3835.0,21478.0,0.0,0.0,0.0,Credit Card,Medical,15700.0,17.2,269.0,196.0,65.0,1.0
CUST100114,32.0,Self-Employed,7.3,25622.0,638.0,2.8,71.0,2670.0,0.0,0.0,0.0,Personal Loan,Education,5600.0,14.34,104.0,219.0,73.0,1.0
CUST100115,38.0,Employed,18.4,39184.0,684.0,19.5,4115.0,8599.0,0.0,0.0,0.0,Personal Loan,Personal,62100.0,11.29,219.0,1585.0,528.0,1.0
CUST100116,34.0,Employed,0.2,57880.0,635.0,12.0,4071.0,9813.0,0.0,0.0,0.0,Personal Loan,Personal,53200.0,14.39,0.17,919.0,306.0,1.0
CUST100117,20.0,Employed,1.1,26435.0,641.0,0.8,18.0,5658.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,31300.0,13.1,214.0,1184.0,395.0,0.0
CUST100118,48.0,Employed,21.4,79056.0,612.0,5.5,357.0,22328.0,0.0,1.0,0.0,Credit Card,Debt Consolidation,11600.0,20.89,282.0,147.0,49.0,1.0
CUST100119,44.0,Student,0.8,20821.0,714.0,10.4,172.0,7864.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,2100.0,16.42,378.0,101.0,34.0,1.0
CUST100120,44.0,Employed,17.5,103052.0,641.0,9.5,14565.0,21353.0,0.0,0.0,0.0,Line of Credit,Debt Consolidation,42600.0,11.01,207.0,413.0,138.0,1.0
CUST100121,24.0,Employed,4.8,20874.0,601.0,1.0,26.0,5259.0,0.0,0.0,0.0,Personal Loan,Personal,20000.0,14.71,252.0,958.0,319.0,1.0
CUST100122,51.0,Self-Employed,9.8,47304.0,657.0,25.1,2868.0,12139.0,0.0,0.0,0.0,Personal Loan,Medical,53200.0,11.05,257.0,1125.0,375.0,1.0
CUST100123,18.0,Employed,0.0,22236.0,564.0,1.6,11.0,13003.0,0.0,0.0,0.0,Credit Card,Education,27400.0,21.06,585.0,1232.0,411.0,0.0
CUST100124,42.0,Employed,2.1,63925.0,735.0,15.5,25375.0,5041.0,0.0,0.0,0.0,Credit Card,Education,2700.0,16.44,79.0,42.0,14.0,1.0
CUST100125,61.0,Employed,38.2,246598.0,702.0,9.2,2489.0,81525.0,0.0,0.0,0.0,Credit Card,Business,70000.0,15.9,331.0,284.0,95.0,1.0
CUST100126,23.0,Student,0.1,15000.0,617.0,2.7,79.0,716.0,0.0,1.0,0.0,Credit Card,Education,1500.0,20.97,48.0,0.1,33.0,1.0
CUST100127,28.0,Self-Employed,3.4,134440.0,641.0,4.7,1893.0,7238.0,0.0,0.0,0.0,Credit Card,Debt Consolidation,60500.0,20.71,54.0,0.45,0.15,0.0
CUST100128,36.0,Employed,9.6,76486.0,652.0,13.7,11903.0,19387.0,0.0,0.0,0.0,Credit Card,Home Improvement,70000.0,18.94,253.0,915.0,305.0,1.0
CUST100129,28.0,Employed,1.4,43149.0,654.0,1.2,5764.0,18969.0,0.0,0.0,0.0,Personal Loan,Home Improvement,57800.0,12.55,0.44,1.34,447.0,0.0
CUST100130,18.0,Employed,0.0,23129.0,670.0,0.4,13.0,2077.0,0.0,0.0,0.0,Credit Card,Business,23900.0,17.44,0.09,1033.0,344.0,0.0
CUST100131,35.0,Employed,5.0,29272.0,657.0,6.8,43.0,13669.0,0.0,0.0,1.0,Credit Card,Debt Consolidation,25800.0,18.98,467.0,881.0,294.0,0.0
CUST100132,22.0,Employed,3.2,45904.0,592.0,2.0,285.0,17642.0,0.0,0.0,0.0,Credit Card,Home Improvement,52200.0,21.49,384.0,1137.0,379.0,0.0
CUST100133,40.0,Employed,18.1,66046.0,623.0,15.3,4843.0,7718.0,0.0,1.0,0.0,Personal Loan,Personal,100000.0,13.15,117.0,1514.0,505.0,1.0
CUST100134,23.0,Employed,2.2,15177.0,698.0,3.0,11.0,2128.0,0.0,0.0,0.0,Personal Loan,Education,5400.0,12.46,0.14,356.0,119.0,1.0
CUST100135,53.0,Employed,15.2,132904.0,484.0,24.3,3873.0,31171.0,0.0,2.0,0.0,Personal Loan,Home Improvement,100000.0,15.95,235.0,752.0,251.0,1.0
CUST100136,25.0,Employed,0.5,31555.0,569.0,5.4,750.0,6842.0,0.0,0.0,0.0,Personal Loan,Debt Consolidation,25800.0,16.46,217.0,818.0,273.0,0.0
CUST100137,31.0,Employed,4.6,16069.0,440.0,4.6,113.0,4414.0,0.0,1.0,0.0,Line of Credit,Business,6300.0,14.82,275.0,392.0,131.0,0.0
CUST100138,44.0,Employed,10.5,97803.0,727.0,0.5,75.0,32371.0,0.0,0.0,0.0,Credit Card,Business,70000.0,15.67,331.0,716.0,239.0,1.0
CUST100139,20.0,Self-Employed,1.0,48503.0,655.0,1.9,294.0,9667.0,0.0,0.0,0.0,Credit Card,Education,27500.0,17.2,199.0,567.0,189.0,1.0
CUST100140,37.0,Self-Employed,7.3,41531.0,784.0,8.2,836.0,14306.0,0.0,0.0,0.0,Credit Card,Personal,11900.0,15.08,344.0,287.0,96.0,1.0
CUST100141,50.0,Self-Employed,3.5,170371.0,677.0,2.6,103.0,41781.0,0.0,0.0,0.0,Credit Card,Home Improvement,3600.0,17.66,245.0,21.0,7.0,1.0
CUST100142,18.0,Employed,0.0,22404.0,490.0,1.8,34.0,10023.0,0.0,1.0,2.0,Line of Credit,Personal,18600.0,14.29,447.0,0.83,277.0,0.0
CUST100143,37.0,Employed,8.2,49011.0,669.0,8.4,132.0,26871.0,0.0,0.0,0.0,Line of Credit,Business,23600.0,9.44,548.0,482.0,161.0,0.0
CUST100144,38.0,Student,0.8,17861.0,576.0,0.8,628.0,8543.0,0.0,0.0,1.0,Line of Credit,Personal,6900.0,13.9,478.0,386.0,129.0,0.0
CUST100145,44.0,Employed,3.7,116002.0,612.0,20.6,842.0,39433.0,0.0,1.0,0.0,Personal Loan,Education,100000.0,13.93,0.34,862.0,287.0,1.0
CUST100146,20.0,Employed,1.3,40582.0,548.0,1.5,6042.0,3140.0,0.0,0.0,0.0,Line of Credit,Personal,19300.0,13.47,77.0,476.0,159.0,0.0
CUST100147,19.0,Employed,0.1,25197.0,622.0,0.5,24.0,6888.0,0.0,2.0,0.0,Credit Card,Home Improvement,24200.0,19.5,273.0,0.96,0.32,0.0
CUST100148,41.0,Employed,0.1,26189.0,697.0,3.8,211.0,4149.0,0.0,0.0,0.0,Credit Card,Education,23200.0,18.37,158.0,886.0,295.0,1.0
CUST100149,38.0,Student,1.2,26736.0,596.0,7.6,1296.0,5468.0,0.0,1.0,1.0,Personal Loan,Personal,20400.0,15.47,205.0,763.0,254.0,0.0
CUST100150,38.0,Employed,1.7,62939.0,651.0,10.5,310.0,15270.0,1.0,3.0,0.0,Credit Card,Debt Consolidation,18600.0,18.22,243.0,296.0,99.0,0.0
CUST100151,39.0,Employed,1.3,55353.0,641.0,14.3,226.0,29460.0,0.0,0.0,0.0,Credit Card,Personal,20000.0,20.87,532.0,361.0,0.12,0.0
CUST100152,26.0,Student,0.2,16409.0,653.0,7.5,550.0,4709.0,0.0,0.0,0.0,Personal Loan,Personal,5900.0,11.8,287.0,0.36,0.12,1.0
